States,DAY,MONTH,YEAR,DAY_WEEK,LATITUDE,LONGITUD,Weather,ARR_HOUR,ARR_MIN,DRUNK_DR,EMS_Arrival_Time
New York,23,5,2015,7,40.72493611,-73.52222222,Clear,16,0.016111111,0,16.02
New York,24,5,2015,1,40.79776389,-73.92914167,Clear,NA,NA,1,NA
New York,11,5,2015,2,41.228325,-73.80743889,Clear,6,0.004166667,0,6
New York,23,5,2015,7,42.25747222,-73.88171944,Clear,8,0.007222222,0,8.01
New York,23,5,2015,7,42.88846944,-78.88818333,Cloudy,18,0.003055556,1,18
New York,20,5,2015,4,42.30874722,-75.37013333,Cloudy,6,0.013888889,0,6.01
New York,25,5,2015,2,40.65229722,-73.86629444,Clear,NA,NA,1,NA
New York,23,5,2015,7,40.90908889,-72.68528611,Clear,NA,NA,0,NA
New York,25,5,2015,2,40.67454444,-73.78936389,Clear,NA,NA,0,NA
New York,24,5,2015,1,40.63575833,-73.65427778,Clear,10,0.011666667,0,10.01
New York,9,5,2015,7,41.16938889,-73.97786944,Clear,NA,NA,0,NA
New York,26,5,2015,3,40.68289444,-73.59192778,Clear,0,0.006111111,0,0.01
New York,26,5,2015,3,40.60405278,-74.17267222,Clear,NA,NA,0,NA
New York,12,5,2015,3,43.12955278,-76.13365278,Clear,17,0.003333333,1,17
New York,7,5,2015,5,42.4255,-75.63196389,Cloudy,14,0.013888889,0,14.01
New York,26,5,2015,3,40.6663,-73.810575,Clear,NA,NA,0,NA
New York,16,4,2015,5,42.86943611,-75.03514722,Clear,7,0.014444444,1,7.01
New York,26,5,2015,3,40.67831667,-73.91125278,Clear,NA,NA,0,NA
New York,10,5,2015,1,42.90433611,-78.83443056,Clear,NA,NA,1,NA
New York,23,5,2015,7,42.91393056,-74.93150278,Clear,17,0.013333333,1,17.01
New York,21,5,2015,5,99.9999,999.9999,Cloudy,NA,NA,1,NA
New York,24,5,2015,1,42.38813611,-76.55376111,Clear,8,0.001388889,0,8
New York,26,5,2015,3,43.41498889,-73.27625833,Clear,22,0.011666667,1,22.01
New York,27,5,2015,4,40.80776944,-73.93756111,Cloudy,NA,NA,0,NA
New York,28,5,2015,5,42.62763889,-78.58066944,Clear,8,0.009722222,0,8.01
New York,5,5,2015,3,43.19625833,-77.57918333,Cloudy,5,0.009722222,0,5.01
New York,29,5,2015,6,42.89571944,-78.823425,Cloudy,NA,NA,0,NA
New York,30,5,2015,7,40.76304167,-73.55964722,Clear,23,0.010277778,0,23.01
New York,30,3,2015,2,42.44844444,-78.6997,Cloudy,7,0.007777778,0,7.01
New York,29,5,2015,6,99.9999,999.9999,Clear,1,0.006944444,1,1.01
New York,30,5,2015,7,40.82535,-73.91763611,Clear,NA,NA,0,NA
New York,20,1,2015,3,41.52698889,-74.54515,Clear,16,0.005277778,0,16.01
New York,26,2,2015,5,41.28363056,-73.81953611,Cloudy,7,0.002777778,0,7
New York,30,5,2015,7,99.9999,999.9999,Clear,NA,NA,0,NA
New York,12,5,2015,3,42.17731389,-73.85380556,Cloudy,15,0.005277778,0,15.01
New York,31,5,2015,1,41.04029444,-73.83807222,Cloudy,11,0,0,11
New York,1,6,2015,2,43.53777222,-73.40957222,Rain,15,0.002777778,0,15
New York,15,5,2015,6,42.86936389,-78.83124444,Rain,NA,NA,0,NA
New York,3,6,2015,4,42.52373056,-76.91959444,Clear,12,0.008611111,0,12.01
New York,2,6,2015,3,40.67170833,-73.95198333,Cloudy,NA,NA,0,NA
New York,3,6,2015,4,40.64199722,-73.89881389,Clear,NA,NA,0,NA
New York,4,6,2015,5,40.71496667,-73.81238889,Clear,NA,NA,0,NA
New York,4,6,2015,5,40.85266667,-73.827675,Cloudy,NA,NA,0,NA
New York,6,6,2015,7,42.740725,-74.44467778,Clear,19,0.015833333,0,19.02
New York,11,5,2015,2,40.76083333,-73.92966667,Clear,16,0.015833333,0,16.02
New York,5,5,2015,3,41.99140556,-75.12848889,Cloudy,NA,NA,1,NA
New York,6,6,2015,7,43.00353056,-77.35350556,Clear,19,0.012777778,1,19.01
New York,6,6,2015,7,43.07436944,-77.62545,Clear,NA,NA,0,NA
New York,27,4,2015,2,40.7985,-73.66324167,Cloudy,NA,NA,0,NA
New York,8,6,2015,2,40.60631944,-74.08293889,Clear,NA,NA,0,NA
New York,10,6,2015,4,42.82086667,-76.88038333,Cloudy,17,0.0075,0,17.01
New York,11,6,2015,5,42.09513333,-79.36992222,Cloudy,7,0.011666667,0,7.01
New York,12,6,2015,6,40.92386111,-73.81498333,Clear,11,0.005555556,0,11.01
New York,12,6,2015,6,40.78903611,-73.49541111,Clear,NA,NA,1,NA
New York,11,6,2015,5,43.40849167,-73.55785556,Clear,15,0.004166667,0,15
New York,13,6,2015,7,40.72892778,-73.41043056,Clear,6,0.004166667,1,6
New York,13,6,2015,7,40.75835,-73.63485278,Clear,17,0.005277778,0,17.01
New York,15,6,2015,2,99.9999,999.9999,Clear,22,0.001944444,1,22
New York,13,6,2015,7,42.76758056,-77.20783889,Cloudy,19,0.005555556,1,19.01
New York,6,6,2015,7,43.07023333,-73.80241111,Clear,14,0.006388889,0,14.01
New York,14,6,2015,1,40.68308056,-73.72585,Clear,NA,NA,1,NA
New York,13,5,2015,4,42.91532778,-74.60703056,Clear,19,0.013611111,0,19.01
New York,25,4,2015,7,40.76195833,-73.32871389,Clear,NA,NA,0,NA
New York,1,5,2015,6,40.81825,-73.06257222,Cloudy,NA,NA,0,NA
New York,2,5,2015,7,40.911875,-73.038225,Clear,17,0.002777778,0,17
New York,2,5,2015,7,40.69827778,-73.39036667,Clear,19,0.005555556,1,19.01
New York,8,5,2015,6,40.71729167,-73.40027778,Cloudy,NA,NA,0,NA
New York,11,5,2015,2,40.72054444,-73.19163333,Cloudy,NA,NA,0,NA
New York,11,5,2015,2,40.8739,-73.27914167,Cloudy,NA,NA,1,NA
New York,12,5,2015,3,40.79137778,-73.30067222,Cloudy,7,0.001944444,0,7
New York,12,5,2015,3,40.75138333,-73.26306111,Cloudy,NA,NA,0,NA
New York,15,5,2015,6,40.82474167,-73.41225833,Clear,17,0.011111111,0,17.01
New York,28,5,2015,5,40.86309444,-72.94185556,Clear,NA,NA,0,NA
New York,29,4,2015,4,41.52087222,-73.59125833,Clear,NA,NA,0,NA
New York,28,5,2015,5,42.24661944,-75.81431944,Cloudy,21,0.001666667,1,21
New York,21,4,2015,3,40.85835556,-73.08605278,Cloudy,NA,NA,0,NA
New York,24,3,2015,3,40.758975,-73.20971667,Clear,NA,NA,0,NA
New York,13,5,2015,4,99.9999,999.9999,Clear,13,0.011666667,0,13.01
New York,6,5,2015,4,42.39108889,-76.561925,Clear,16,0,0,16
New York,1,6,2015,2,43.11090833,-77.78768056,Clear,NA,NA,0,NA
New York,21,6,2015,1,43.12343611,-74.08900833,Rain,NA,NA,1,NA
New York,29,5,2015,6,40.94778333,-72.919775,Clear,6,0.001388889,0,6
New York,16,6,2015,3,40.86399444,-73.91783056,Clear,NA,NA,0,NA
New York,12,5,2015,3,41.20075278,-73.70945,Clear,NA,NA,0,NA
New York,17,6,2015,4,42.16646389,-73.86306389,Clear,7,0.002777778,0,7
New York,18,6,2015,5,40.72670278,-73.48951944,Cloudy,20,0.016111111,0,20.02
New York,17,6,2015,4,99.9999,999.9999,Cloudy,23,0.008055556,0,23.01
New York,19,6,2015,6,43.48257222,-73.75477222,Clear,21,0.008055556,0,21.01
New York,19,6,2015,6,40.68356667,-73.95395,Clear,NA,NA,0,NA
New York,21,6,2015,1,44.56337778,-74.88170278,Rain,9,0.005833333,1,9.01
New York,22,6,2015,2,40.65011389,-73.96063611,Clear,NA,NA,0,NA
New York,17,5,2015,1,42.252225,-73.90660278,Clear,NA,NA,0,NA
New York,24,5,2015,1,42.05655,-75.25385,Clear,20,0.012777778,1,20.01
New York,4,3,2015,4,41.106,-73.86028333,Clear,NA,NA,0,NA
New York,22,6,2015,2,43.15767222,-77.65951667,Clear,NA,NA,0,NA
New York,28,4,2015,3,40.91681389,-73.785275,Clear,NA,NA,0,NA
New York,8,6,2015,2,43.115625,-77.72891389,Cloudy,22,0.006944444,1,22.01
New York,23,6,2015,3,40.66993333,-73.93937222,Clear,11,0.004722222,0,11
New York,24,6,2015,4,40.63774167,-74.07602222,Clear,NA,NA,1,NA
New York,15,5,2015,6,41.11560278,-74.152625,Clear,16,0.001944444,0,16
New York,13,4,2015,2,42.95987222,-74.18593889,Clear,17,0.016111111,0,17.02
New York,20,6,2015,7,40.82401667,-73.87487222,Clear,NA,NA,0,NA
New York,21,6,2015,1,44.53399444,-75.66263611,Rain,9,0.008611111,1,9.01
New York,24,6,2015,4,42.07494167,-79.47905556,Clear,8,0.01,0,8.01
New York,27,6,2015,7,40.760225,-73.96193333,Clear,NA,NA,0,NA
New York,27,6,2015,7,43.19524167,-73.32440278,Cloudy,15,0.003888889,0,15
New York,25,6,2015,5,42.01294722,-73.99702222,Clear,9,0.002777778,0,9
New York,31,5,2015,1,40.89970556,-73.89710278,Clear,NA,NA,1,NA
New York,27,6,2015,7,40.65631667,-73.6068,Rain,14,0.015277778,1,14.02
New York,24,6,2015,4,40.843425,-72.645475,Clear,9,0.016388889,0,9.02
New York,24,6,2015,4,42.94402222,-76.44818333,Clear,19,0.004166667,0,19
New York,27,6,2015,7,40.78121944,-73.91793889,Clear,0,0.009444444,0,0.01
New York,27,6,2015,7,42.07395556,-76.80218611,Clear,1,0.005277778,0,1.01
New York,28,6,2015,1,40.87716944,-73.90905556,Rain,NA,NA,1,NA
New York,29,6,2015,2,40.66416389,-73.94484167,Clear,NA,NA,0,NA
New York,29,6,2015,2,40.83287222,-73.94202222,Clear,NA,NA,0,NA
New York,8,5,2015,6,42.91124444,-76.11740556,Clear,3,0.008055556,1,3.01
New York,28,6,2015,1,40.69341667,-73.75604167,Clear,NA,NA,0,NA
New York,29,6,2015,2,43.14256667,-79.03917778,Clear,NA,NA,0,NA
New York,1,7,2015,4,40.65419167,-73.88707222,Clear,NA,NA,0,NA
New York,1,7,2015,4,40.744825,-73.76623889,Clear,NA,NA,0,NA
New York,1,7,2015,4,42.94855278,-78.67706389,Rain,NA,NA,0,NA
New York,30,6,2015,3,43.34770278,-78.57513056,Rain,7,0.013333333,0,7.01
New York,2,7,2015,5,40.69629167,-73.93405556,Cloudy,22,0.008888889,0,22.01
New York,2,7,2015,5,44.355125,-75.80663611,Clear,20,0.001666667,1,20
New York,30,6,2015,3,99.9999,999.9999,Rain,0,0.000833333,0,0
New York,3,7,2015,6,42.07721389,-76.79106389,Clear,18,0.000277778,0,18
New York,6,7,2015,2,43.19189167,-77.60013889,Clear,10,0.006388889,0,10.01
New York,18,5,2015,2,41.14913611,-74.19970556,Clear,2,0.013333333,1,2.01
New York,6,7,2015,2,40.87230556,-73.82456389,Clear,NA,NA,0,NA
New York,7,7,2015,3,42.77273889,-78.55245833,Cloudy,15,0.014444444,0,15.01
New York,8,7,2015,4,42.71552778,-78.41780556,Cloudy,11,0.002777778,1,11
New York,8,7,2015,4,40.89039722,-73.88651111,Clear,0,0.002777778,1,0
New York,8,7,2015,4,40.80901111,-73.19757778,Cloudy,NA,NA,0,NA
New York,6,7,2015,2,99.9999,999.9999,Clear,NA,NA,0,NA
New York,8,7,2015,4,41.7806,-74.93093611,Clear,2,0.007222222,0,2.01
New York,9,7,2015,5,40.66631389,-73.91569167,Rain,NA,NA,0,NA
New York,9,7,2015,5,42.25426111,-73.75471944,Rain,18,0.001111111,0,18
New York,12,7,2015,1,40.66791389,-73.77581389,Clear,18,0.010833333,1,18.01
New York,18,7,2015,7,42.81375,-73.94460556,Clear,18,0.001944444,1,18
New York,11,7,2015,7,40.74761667,-73.58761389,Clear,14,0.015555556,0,14.02
New York,13,7,2015,2,40.6831,-73.97908889,Cloudy,NA,NA,0,NA
New York,13,6,2015,7,42.89508056,-78.80629444,Cloudy,NA,NA,1,NA
New York,23,5,2015,7,43.03885556,-77.30591944,Clear,NA,NA,1,NA
New York,18,4,2015,7,40.71970833,-73.26672222,Clear,NA,NA,1,NA
New York,3,5,2015,1,40.73791389,-73.28681667,Clear,NA,NA,0,NA
New York,9,6,2015,3,41.05336389,-73.781825,Rain,6,0.005,0,6
New York,14,6,2015,1,40.76968889,-73.05331944,Clear,12,0.004444444,0,12
New York,17,7,2015,6,40.71605278,-73.99557222,Clear,NA,NA,0,NA
New York,6,7,2015,2,42.93806111,-76.55593056,Clear,16,0.015555556,0,16.02
New York,11,7,2015,7,43.33956667,-77.80994167,Clear,11,0.0075,0,11.01
New York,17,7,2015,6,42.728725,-78.88830833,Cloudy,14,0.006388889,0,14.01
New York,18,7,2015,7,40.66665278,-73.76472222,Clear,NA,NA,0,NA
New York,6,7,2015,2,41.92818333,-73.91064444,Clear,16,0.000555556,0,16
New York,4,7,2015,7,40.65759444,-73.57192778,Clear,23,0.002777778,0,23
New York,19,7,2015,1,42.66165278,-73.76084444,Clear,1,0.007777778,1,1.01
New York,11,7,2015,7,40.65798056,-73.58405833,Cloudy,10,0.010833333,0,10.01
New York,10,7,2015,6,40.70379444,-73.63586389,Clear,1,0.015555556,0,1.02
New York,18,7,2015,7,41.02306944,-72.50048889,Clear,17,0.004166667,1,17
New York,17,7,2015,6,40.93433056,-72.70948056,Clear,9,0.005,0,9.01
New York,18,7,2015,7,40.70941111,-73.60708333,Clear,20,0.014722222,0,20.01
New York,19,3,2015,5,42.72285,-75.30515833,Clear,21,0.011388889,0,21.01
New York,19,7,2015,1,99.9999,999.9999,Clear,NA,NA,0,NA
New York,20,7,2015,2,40.72452222,-73.56146389,Clear,23,0.011666667,0,23.01
New York,14,5,2015,5,40.76090278,-73.96115278,Clear,NA,NA,0,NA
New York,16,5,2015,7,40.58646944,-73.94695556,Clear,NA,NA,0,NA
New York,20,7,2015,2,40.530775,-74.22525278,Clear,NA,NA,0,NA
New York,19,5,2015,3,40.65539722,-73.92978056,Clear,NA,NA,0,NA
New York,1,6,2015,2,40.77048889,-73.98197778,Rain,19,0.001388889,0,19
New York,11,6,2015,5,40.71489167,-73.95918056,Clear,NA,NA,0,NA
New York,15,6,2015,2,40.76278611,-73.96564167,Rain,NA,NA,0,NA
New York,20,7,2015,2,99.9999,999.9999,Clear,17,0.013055556,1,17.01
New York,21,7,2015,3,43.47819722,-73.30776389,Clear,8,0.003888889,0,8
New York,21,7,2015,3,41.20557778,-73.76488056,Clear,1,0.002777778,0,1
New York,22,7,2015,4,41.50705833,-74.08114722,Clear,22,0,0,22
New York,24,7,2015,6,43.11596667,-75.67231944,Cloudy,23,0.009166667,1,23.01
New York,13,4,2015,2,42.70173056,-73.81474722,Clear,20,0.005555556,0,20.01
New York,13,4,2015,2,41.447725,-73.66298056,Clear,18,0.013333333,1,18.01
New York,31,5,2015,1,40.56077778,-73.92058889,Cloudy,NA,NA,1,NA
New York,24,7,2015,6,40.71712778,-73.79955556,Clear,NA,NA,0,NA
New York,18,5,2015,2,41.29705278,-74.39085,Clear,16,0.004722222,0,16
New York,16,5,2015,7,40.75570833,-73.21283333,Rain,4,0.007777778,0,4.01
New York,5,6,2015,6,42.91253333,-75.71026389,Clear,18,0.008055556,0,18.01
New York,29,6,2015,2,42.31045833,-78.41639722,Cloudy,7,0.002222222,0,7
New York,1,7,2015,4,41.03929722,-73.79131389,Clear,17,0.012222222,0,17.01
New York,28,5,2015,5,43.08944167,-78.98870833,Clear,23,0.016111111,1,23.02
New York,5,7,2015,1,42.50024167,-76.29811389,Clear,23,0.002777778,0,23
New York,9,7,2015,5,42.491075,-73.54903333,Cloudy,2,0.008611111,0,2.01
New York,8,7,2015,4,42.54803889,-75.52531111,Cloudy,8,0.003333333,0,8
New York,8,7,2015,4,43.01926944,-76.16064722,Clear,15,0.006111111,0,15.01
New York,15,7,2015,4,42.78586667,-77.498875,Clear,19,0.0025,0,19
New York,17,7,2015,6,40.783275,-72.86444722,Clear,9,0.003333333,0,9
New York,9,7,2015,5,43.14826389,-75.10505556,Rain,13,0.0125,0,13.01
New York,10,7,2015,6,41.37458611,-74.18005556,Cloudy,14,0.010277778,0,14.01
New York,17,7,2015,6,43.19538889,-77.58451667,Cloudy,13,0.015277778,0,13.02
New York,23,7,2015,5,41.28495,-74.17736389,Clear,12,0.0125,0,12.01
New York,9,7,2015,5,40.90356389,-72.6043,Cloudy,NA,NA,0,NA
New York,23,7,2015,5,42.70103056,-75.74602778,Cloudy,15,0.006666667,0,15.01
New York,4,6,2015,5,44.87178889,-74.34019722,Clear,10,0.010277778,0,10.01
New York,18,7,2015,7,40.83695,-73.48359444,Cloudy,NA,NA,0,NA
New York,27,6,2015,7,41.31224722,-74.15455278,Clear,NA,NA,0,NA
New York,24,7,2015,6,99.9999,999.9999,Clear,2,0.002777778,0,2
New York,24,7,2015,6,43.639625,-75.99276944,Clear,12,0.012777778,0,12.01
New York,26,7,2015,1,40.58911667,-74.16745556,Cloudy,NA,NA,0,NA
New York,26,7,2015,1,40.69622222,-73.68258333,Clear,14,0.013055556,0,14.01
New York,26,7,2015,1,43.07812222,-78.47718889,Clear,NA,NA,1,NA
New York,28,7,2015,3,44.26205278,-75.3431,Clear,17,0.003333333,1,17
New York,28,7,2015,3,40.74979722,-73.93793611,Clear,14,0.007222222,0,14.01
New York,16,7,2015,5,41.72691667,-73.78131389,Clear,22,0.002777778,0,22
New York,24,7,2015,6,99.9999,999.9999,Clear,6,0.008055556,0,6.01
New York,30,7,2015,5,43.23647778,-77.52700556,Clear,20,0.015555556,1,20.02
New York,13,6,2015,7,43.05535278,-76.15343889,Rain,2,0.005555556,1,2.01
New York,30,7,2015,5,42.09806944,-79.30821667,Clear,21,0.002222222,0,21
New York,31,7,2015,6,43.15652222,-77.71878611,Clear,0,0.004444444,0,0
New York,31,7,2015,6,43.11298333,-73.72498889,Clear,22,0.002777778,1,22
New York,27,6,2015,7,42.09251111,-79.41221944,Rain,21,0.013611111,1,21.01
New York,2,8,2015,1,40.55371667,-74.14074167,Clear,NA,NA,1,NA
New York,7,5,2015,5,41.03024167,-73.82079167,Clear,22,0.001666667,0,22
New York,2,8,2015,1,42.26726111,-76.81789167,Clear,19,0.01,0,19.01
New York,23,5,2015,7,42.69600833,-78.74216944,Clear,7,0.011111111,0,7.01
New York,26,7,2015,1,40.94442778,-73.84775278,Clear,11,0.005,0,11.01
New York,2,8,2015,1,43.50370556,-76.27833611,Clear,6,0.006388889,1,6.01
New York,13,7,2015,2,40.88786944,-73.60015556,Clear,NA,NA,0,NA
New York,27,7,2015,2,41.48680833,-74.83416111,Cloudy,8,0.009722222,1,8.01
New York,3,8,2015,2,40.83658611,-73.82456111,Clear,8,0,0,8
New York,29,7,2015,4,44.67433889,-74.55058333,Clear,11,0.010277778,0,11.01
New York,4,8,2015,3,41.98912778,-73.73481667,Clear,16,0.0125,1,16.01
New York,3,8,2015,2,42.04211667,-76.854525,Clear,3,0.009722222,0,3.01
New York,29,7,2015,4,99.9999,999.9999,Cloudy,NA,NA,0,NA
New York,5,8,2015,4,40.65170833,-73.75920278,Clear,1,0.008055556,0,1.01
New York,5,8,2015,4,40.64871111,-74.01324444,Clear,17,0.006944444,0,17.01
New York,8,8,2015,7,40.66650278,-73.77256111,Clear,NA,NA,0,NA
New York,7,8,2015,6,99.9999,999.9999,Clear,NA,NA,0,NA
New York,27,7,2015,2,44.79520833,-74.48059722,Clear,16,0.002222222,0,16
New York,6,8,2015,5,42.30076944,-73.99350833,Clear,13,0.016111111,0,13.02
New York,14,6,2015,1,40.76485,-73.08088611,Clear,10,0.005555556,0,10.01
New York,2,8,2015,1,44.69413056,-74.5552,Clear,23,0.002222222,1,23
New York,5,5,2015,3,99.9999,999.9999,Clear,23,0.01,0,23.01
New York,9,8,2015,1,43.22612222,-76.98211667,Clear,13,0.006388889,0,13.01
New York,9,8,2015,1,43.76465,-76.19608889,Clear,11,0.004722222,0,11
New York,9,8,2015,1,42.02889167,-76.95428611,Clear,NA,NA,0,NA
New York,9,8,2015,1,40.69023333,-73.99434444,Cloudy,NA,NA,0,NA
New York,10,8,2015,2,40.75424167,-73.96909722,Clear,NA,NA,0,NA
New York,9,7,2015,5,42.90723889,-78.78423333,Clear,23,0.009722222,0,23.01
New York,31,7,2015,6,99.9999,999.9999,Clear,7,0.008055556,0,7.01
New York,10,8,2015,2,40.75085833,-73.779325,Clear,NA,NA,0,NA
New York,14,8,2015,6,42.805325,-73.93215556,Cloudy,20,0.015833333,0,20.02
New York,10,8,2015,2,43.10831389,-73.60041389,Clear,14,0.003055556,0,14
New York,6,8,2015,5,42.73032778,-78.77072222,Clear,6,0.000555556,0,6
New York,16,8,2015,1,43.062825,-75.68437778,Clear,23,0.013611111,1,23.01
New York,25,7,2015,7,99.9999,999.9999,Clear,20,0.011944444,1,20.01
New York,1,4,2015,4,40.67725,-73.45634722,Cloudy,NA,NA,0,NA
New York,4,5,2015,2,40.69605,-73.46382778,Clear,NA,NA,0,NA
New York,4,5,2015,2,40.75571111,-73.73932778,Clear,NA,NA,0,NA
New York,9,8,2015,1,42.95138333,-76.76349444,Clear,13,0.004722222,1,13
New York,12,8,2015,4,40.68973333,-73.92246111,Clear,NA,NA,0,NA
New York,13,8,2015,5,42.13340278,-75.87545833,Clear,1,0.001388889,1,1
New York,13,8,2015,5,44.45668889,-75.70653056,Cloudy,9,0.011111111,0,9.01
New York,12,8,2015,4,43.35652222,-73.53674444,Clear,0,0.012777778,0,0.01
New York,14,8,2015,6,44.77961389,-73.985575,Clear,19,0.009722222,1,19.01
New York,16,8,2015,1,43.81547222,-76.11568056,Cloudy,1,0.005555556,1,1.01
New York,15,8,2015,7,41.63793333,-74.09474444,Clear,21,0.0125,1,21.01
New York,15,8,2015,7,43.79265278,-76.20009722,Clear,13,0.016111111,0,13.02
New York,16,8,2015,1,41.32303611,-74.07409167,Cloudy,0,0.011666667,1,0.01
New York,16,8,2015,1,40.60208611,-74.16320556,Clear,NA,NA,0,NA
New York,17,8,2015,2,42.96349722,-74.24999722,Clear,9,0.015833333,0,9.02
New York,11,8,2015,3,43.19047778,-78.93013889,Clear,15,0.000555556,0,15
New York,19,8,2015,4,40.76874722,-73.05543889,Clear,NA,NA,0,NA
New York,16,8,2015,1,40.70862222,-73.57891111,Clear,20,0.013888889,1,20.01
New York,16,8,2015,1,42.85961944,-77.03405,Cloudy,6,0.003333333,1,6
New York,19,8,2015,4,40.74888333,-73.89178611,Clear,1,0.005277778,0,1.01
New York,20,8,2015,5,43.216725,-74.13613056,Cloudy,16,0.013055556,0,16.01
New York,5,7,2015,1,40.77663333,-73.215125,Clear,NA,NA,0,NA
New York,20,8,2015,5,43.71073889,-76.07546944,Cloudy,17,0.004166667,0,17
New York,7,7,2015,3,40.70623056,-73.30656111,Clear,6,0.000555556,0,6
New York,17,8,2015,2,42.09128611,-75.911225,Clear,20,0.015833333,0,20.02
New York,7,7,2015,3,40.80064167,-72.88008889,Clear,NA,NA,0,NA
New York,19,7,2015,1,40.77399167,-73.00768333,Clear,NA,NA,0,NA
New York,20,7,2015,2,40.892725,-73.04336389,Clear,18,0.000833333,0,18
New York,25,7,2015,7,42.04823333,-79.23453056,Clear,17,0.011666667,1,17.01
New York,26,7,2015,1,40.79348889,-72.90763889,Clear,4,0.012777778,0,4.01
New York,21,7,2015,3,40.82935833,-73.11594444,Cloudy,NA,NA,0,NA
New York,29,7,2015,4,40.67368056,-74.01179167,Clear,NA,NA,0,NA
New York,10,8,2015,2,43.04553056,-76.11969444,Clear,11,0.014444444,0,11.01
New York,7,8,2015,6,42.70472778,-78.38796111,Clear,13,0.010277778,0,13.01
New York,12,8,2015,4,41.72645278,-74.418975,Clear,16,0.005555556,0,16.01
New York,12,8,2015,4,99.9999,999.9999,Rain,22,0.008333333,0,22.01
New York,3,7,2015,6,41.14771944,-73.99378611,Cloudy,5,0.005555556,1,5.01
New York,7,6,2015,1,42.3604,-74.47516111,Clear,17,0.013611111,1,17.01
New York,7,8,2015,6,42.90573333,-73.77869444,Clear,0,0.003333333,1,0
New York,15,8,2015,7,41.64425833,-73.78800278,Clear,13,0,1,13
New York,15,8,2015,7,40.62039444,-73.50147222,Clear,21,0.001388889,1,21
New York,16,8,2015,1,41.10237778,-73.95200556,Clear,15,0.000833333,0,15
New York,17,8,2015,2,43.07434722,-75.718825,Clear,16,0.002777778,0,16
New York,19,8,2015,4,99.9999,999.9999,Cloudy,16,0.009444444,0,16.01
New York,20,8,2015,5,40.62878056,-74.021475,Rain,NA,NA,1,NA
New York,20,8,2015,5,41.32818611,-74.35596667,Cloudy,17,0,0,17
New York,27,7,2015,2,42.49548333,-73.54343056,Clear,17,0.016111111,1,17.02
New York,20,8,2015,5,40.76645556,-73.98228889,Clear,NA,NA,0,NA
New York,20,8,2015,5,40.60640833,-73.7517,Clear,NA,NA,0,NA
New York,18,5,2015,2,42.94813611,-78.829325,Cloudy,22,0.005555556,0,22.01
New York,21,8,2015,6,42.55987222,-75.05955833,Clear,21,0.011388889,0,21.01
New York,21,8,2015,6,43.10385556,-76.21065833,Cloudy,NA,NA,0,NA
New York,21,8,2015,6,40.86184167,-73.53486667,Clear,22,0.007222222,0,22.01
New York,24,8,2015,2,43.17918889,-77.66966667,Clear,NA,NA,0,NA
New York,23,8,2015,1,43.11193333,-77.96553889,Clear,0,0.015277778,1,0.02
New York,1,8,2015,7,40.80680556,-73.92458889,Clear,NA,NA,0,NA
New York,23,8,2015,1,42.163275,-73.91834444,Clear,13,0.016111111,1,13.02
New York,11,7,2015,7,99.9999,999.9999,Clear,17,0.012777778,1,17.01
New York,21,8,2015,6,41.11724722,-74.11663056,Clear,11,0.004722222,0,11
New York,22,8,2015,7,42.18149722,-76.83167778,"Fog, smog, smoke",7,0.001388889,0,7
New York,25,7,2015,7,42.68335833,-78.94543611,Cloudy,5,0.001111111,0,5
New York,8,8,2015,7,40.90972222,-72.63371667,Clear,0,0.008888889,0,0.01
New York,20,8,2015,5,42.85416389,-77.01069444,Cloudy,14,0.011666667,0,14.01
New York,8,8,2015,7,41.5663,-73.59391111,Clear,15,0.000555556,0,15
New York,25,8,2015,3,42.80492222,-76.14980833,Clear,20,0.006388889,1,20.01
New York,25,8,2015,3,42.18584167,-77.239625,Clear,18,0.011944444,0,18.01
New York,25,8,2015,3,44.45626667,-75.35467222,Clear,15,0.002777778,0,15
New York,29,5,2015,6,41.48455833,-74.29399167,Clear,8,0.003611111,0,8
New York,4,8,2015,3,42.84740833,-75.406,Clear,11,0.014444444,0,11.01
New York,26,8,2015,4,40.64061944,-73.95720278,Clear,17,0.0025,0,17
New York,13,8,2015,5,43.19592222,-76.07087222,Clear,NA,NA,0,NA
New York,27,8,2015,5,43.04797778,-76.90031389,Clear,6,0.003611111,0,6
New York,27,8,2015,5,41.88710556,-73.76884444,Cloudy,3,0.0125,1,3.01
New York,16,8,2015,1,43.40110278,-76.2548,Clear,12,0.002777778,0,12
New York,29,8,2015,7,43.51839167,-75.755225,Clear,21,0.011111111,1,21.01
New York,27,8,2015,5,42.01674722,-75.91662222,Cloudy,3,0.006944444,1,3.01
New York,28,8,2015,6,42.85673056,-77.01070278,Clear,15,0.013055556,0,15.01
New York,27,8,2015,5,42.00885833,-77.60669722,Clear,19,0.006111111,0,19.01
New York,29,8,2015,7,40.73830833,-73.80003333,Clear,NA,NA,0,NA
New York,29,8,2015,7,41.73878611,-73.82611944,Clear,19,0.009722222,0,19.01
New York,30,8,2015,1,42.15552778,-77.09754444,Clear,0,0.009444444,0,0.01
New York,30,8,2015,1,40.73128333,-73.36529167,Clear,20,0.015,0,20.02
New York,23,7,2015,5,99.9999,999.9999,Clear,NA,NA,0,NA
New York,19,3,2015,5,41.76567778,-73.51764722,Clear,20,0.003888889,0,20
New York,1,9,2015,3,99.9999,999.9999,Clear,15,0.004166667,0,15
